smiles,inchikey,group,fold
CC1=C(SC2=C1C(=O)N3C(=N2)SCC(=N3)C4=CC=CS4)C,ITPGHISYQZEBSS,10,train
CCCSC1=NN=C(S1)NC(=O)C2=C(C3=C(O2)C(=C(C=C3)C)C)C,KHVICBZYTNFPFH,10,train
CC1=NNC(=O)C(C1)CC(=O)NC2=CC=C(C=C2)I,DUHNOMLVDLCAGT,5,train
CC1=NN=C(C=C1)OC2=CC=C(C=C2)N(C)C(=O)NC3=C(C=CC(=C3)Cl)OC,QTMFPICDRKUAQW,10,train
CC1(CCS(=O)(=O)C1)NC(=O)COC2=CC3=C(C=C2)C(=CC(=O)O3)C4=CC=CC=C4,KQWMBSZCXFDGIL,10,train
CC(C)(C)C1=NOC(=N1)CC2=NN=C(O2)C3=CC=C(C=C3)F,VUZRNSJFWJTIPX,10,train
CC1=CC(=NC(=N1)N(C)NC(=S)NC(=O)C2=CC=CC=C2)C,VORPQUCDSMJZQV,10,train
C1=CC=C2C(=C1)C(=O)NC(=N2)CC3=CSC4=C3C=C(C=C4)Cl,GTKIRYKODMTYFQ,9,train
COC1=CC(=C(C=C1)CN2CCN(CC2)CC3=CC=NC=C3)OC,JOTYGPRTUGULGF,6,train
COC1=CC=CC(=C1)C(=O)COC2=CC=C(C=C2)CC3=CC=CC=C3,XIYOOLMAXQZEPW,6,train
CCCN1C(=NN=N1)NC(=O)COC2=CC=C(C=C2)Br,GEKBSQBYBXYIQQ,10,train
C1COCCN1S(=O)(=O)CC2CC(=NN2C3=CC=CC=C3)C4=CC=CC=C4,YPYJDADWPXNJBB,10,train
CC1=C(C(=NN1)C)CNC(=O)C(CC2=CN(C3=CC=CC=C32)C)NC(=O)OC(C)(C)C,HROVAQLKIIJONG,10,train
CCCCN1C(=O)CC(C1=O)SC2=C(C=CC=N2)C(=O)O,WMQSTCKFNZABQE,10,train
C1C2CC3(C1C=C2)COC(OC3)C4=COC5=CC=CC=C5C4=O,RUCWEYBMCQHPJC,10,train
C1=CSC(=C1)C(=O)NC(=S)NC2=NC=C(C=C2)I,YGVVCNBLRXNKHC,7,train
CC1=CC(=CC=C1)N2C(=O)CC(C2=O)SC3=NN=C(S3)NC4=CC=CC=C4,KGPKZMNEMUSZEH,9,train
C1=CC(=C(C(=C1)F)/C=N\N2C=NC3=C(C2=O)C(=CS3)C4=CC=C(C=C4)Cl)F,YMRCSKYJFITUMF,6,train
CN(C)CCOC1=CC=C(C=C1)NC(=O)CN2C(=O)C3=C(C=CC(=C3OC)OC)C=N2,RLWSYIWXOMDGSP,10,train
COC1=CC=CC(=C1)NC2=NC=C3CN(CCC3=N2)CC4=CC(=CS4)Br,JAUFEEHUBCBQOC,10,train
COC1=CC(=C(C=C1NS(=O)(=O)C2=C(SC=C2C3=CC=CC=C3)C(=O)OC)Cl)OC,HEHGEGYGBSXOSO,6,train
CC(C)C1=NC(=NN1)NC(=O)C2=CC3=C(N2)C=CC=C3Cl,LFCOXJOUBMOPGW,10,train
C1CC(C1)C2=NN=C3N2C=CC=C3NC(=O)CC4=CSC=C4,FSLNPJUAIFPORZ,10,train
C1CCCN(CC1)C(=O)CN2CCC(CC2)N(C3CC3)C4=NC=NC=C4,OSWLWFDQCSCRQH,9,test
C1=CC=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=C(C=C4)N,NQALIRIOFNHYIP,10,train
C1CC2=C(N(N=C2C1)C3CCS(=O)(=O)C3)C(=O)NC4=C(C=CC(=C4)Cl)Cl,VTCJOVGKIDSTDE,10,train
CCCN1C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(S3)CC)OCC(C1=O)(C)C,HQPABGCUHPEBEI,10,train
C1CC1N(C2CCN(CC2)S(=O)(=O)CC3=CC=CC=C3)C4=NC=NC(=C4)C(F)(F)F,JBLNWWYTSKEHHU,10,train
CC(C)(C)C1=CC(=NO1)NC(=O)C2=CSC3=CC=CC=C32,OFMGNMIHBOCNPW,10,test
CC1=NON=C1/C(=N\NC2=NC(=CS2)C3=CC=C(C=C3)F)/C,WWEIVWPTKIXRGV,9,train
CCC(=O)NC1=CC=CC=C1C2=NC3=C(C=CC(=C3)Cl)NC2=O,CXTSIXBVSOTPTI,7,train
C1COCCN1C2=CC=C(C=C2)OC3=C(C=C(C=N3)C(F)(F)F)Cl,RBXQARZWLDXCMB,9,test
C1COCCN1C(=O)CSC2=NN=C(O2)C3=CC(=CC=C3)Br,GRNSVFLOBYLDQX,9,train
CCCC1=NN(C(=C1Cl)C(=O)NC2=CC=C(C=C2)C(=O)C3=CC=C(C=C3)C)C,MQXPNGDUUYATTF,8,train
CSCCC(C(=O)NCC1=CC=CO1)NC(=O)C2=CC=CC=C2,UCXYYQZQVXTWCI,6,train
C1CC(C1)C2=NN3C=CC=C(C3=N2)NC(=O)C4=CC=C(S4)C(F)(F)F,UZKQJJFUEJDXDD,10,train
CS(=O)(=O)N1C(=NC(=N1)C2=CC=C(C=C2)Cl)SCC3=CC=CC=C3,OWIHSWHMZYMEMP,10,train
CC1=NN=C(N1N)SCC2=NC3=CC=CC=C3C(=O)N2C4=CC=CC=C4Cl,BQCMUZBRGIQEAZ,8,val
CCC1=CC(=C(C=C1)OC)S(=O)(=O)NC2=CC=C(C=C2)C(=O)C3=CC=CS3,MFDDBQMTPPONPY,10,train
CC1=CSC(=N1)NC(C(=O)OC)(C(F)(F)F)NC(=O)COC2=CC=CC=C2,AWAFOYFVBURKGN,10,train
CC1=NN=C(O1)C2CCCN(C2)C3=NC=NC4=C3C=C(C=C4)F,PWYDRUBBDQAQAN,10,train
C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)SC3=NC(=CC(=N3)N)N,MXFAEGNTLKLFQD,8,train
COCCOC1=C(C(=O)N(N=C1)C2=NC(=CC(=N2)OC)OC)Cl,FTZPMOCPKAJWJW,10,train
C1=CC(=CC=C1C2=NOC(=N2)CCCC(=O)NC3=NN=CS3)Cl,GZMDIBRJAVXBMB,10,val
CC(C)N1C=C(N=C1)S(=O)(=O)N(C)C2CN(C2)CC3=NOC4=C3C=C(C=C4)Cl,BXGXTXCNFOCKMX,10,train
COC1=C(C(=CC(=C1)C2C3=C(CCCC3=O)N(C4=C2C(=O)CCC4)CCC(=O)O)Cl)OCC#C,RJNPMJBFVOXECP,10,train
C1=CC=C(C=C1)CCCC(=O)NCCCC2=CC3=CC=CC=C3O2,ZUEBBJAKGODPED,9,train
CC1CCCC(C1C)NC(=O)CCCN2C(=O)C3=CC=CC=C3N=N2,FEMVNLRMDTXALF,9,train
C1CN(CCC1OC2=NC=CC(=N2)C(F)(F)F)C3CCSCC3,VDQKXPSNVGKNBJ,10,train
C1CCC(C1)C2=NC(=CS2)CN3CCCN(CC3)S(=O)(=O)C4CC4,GWMSPQWWDBNDKL,10,train
C1CN(CCC1NC(=O)CC2=CC=C(C=C2)Br)C3=NSN=C3,GROBMUNKDQYDRB,10,train
CC1=C(C(=NN1C(C)C)C)S(=O)(=O)NCC(C2=CC=CS2)OCCO,VVJDGWNQKNNRCF,10,train
CC1=CN2C(=N1)C=CC(=N2)OCC3CCN(CC3)C(=O)C4=NOC5=C4CCCC5,XLGOYKIWZMHZNE,10,train
CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)C3CCCN3C(=O)OC(C)(C)C)C(F)(F)F,XVEYJOHPCNIVCG,10,train
CCN(CC)C(=O)OC1=CC(=O)N2CCCC3=C2C1=CC=C3,XSIAVDJMZCQZQX,10,train
CC(C)(C)OC(=O)NCC1=CN(N=N1)CC2=CC=CC=C2F,FGWNRHNKRMLOPG,9,test
CC1C(=O)NC(=N/N=C\C2=CC(=CC=C2)Br)S1,SUWLHSPMWCUXEL,6,val
CC1=C(C=C(C=C1)S(=O)(=O)C2=C(C3=CC=CC=C3N=C2)N4CCCC4)C,PGRQFTQJZAQADN,7,train
CC(C)(C)C1=CC2=C(C=C1)C(=O)C(=CN2CC3=CC(=CC(=C3)F)F)C(=O)NC,BQFGPDYLAWLHIV,9,train
CC1=NC2=C(C=CC=N2)C(=O)N1C3=CC=CC(=C3)NC(=O)C4=CC=CC=C4C(F)(F)F,XXDBUSUNENTVTH,10,train
CC1=NN=C2N(C1=O)N=C(S2)COC3=CC=CC=C3Cl,YNHLINRRWNXRTF,10,train
C1=CON=C1CSCC(C(CSCC2=NOC=C2)O)O,GZMCKUJVIPGXBF,10,train
CC1CCC2=C(C1)SC(=N2)NC(=O)COC3=CC=C(C=C3)OC,UWUZGZMBJBUHGU,7,test
CCNC1=C2C3=C(CN(CC3)C)SC2=NC(=N1)SCC(=O)N,VTRFYCAOKBNLIC,10,train
C1CCC(CC1)(CNC(=O)C2COC3=CC=CC=C3O2)N4CCOCC4,KIKAIXZOSFOIOV,9,train
COC1=CC(=CC(=C1OC)OC)C2C=C(NC3=NC=NN23)C4=C(C=C(C=C4)Cl)Cl,HFLMTUAFIMJWFQ,10,train
CC1CC2=C(O1)C=CC(=C2)C(=C3C(N(C(=O)C3=O)CCN(C)C)C4=CC(=CC=C4)Cl)O,LHDNKMRQLHZVIW,10,train
CC(C)(C)C1=CC=C(C=C1)OCCNC(=S)NC2=CC=CC=C2,UVCIDWYNCGVIJI,7,test
C1=CC=C(C(=C1)C2=NC3=C(S2)C=C(C=C3)C(=O)O)Br,SMLSCIVEJHKZKL,5,train
COC1CC2CCC(C1)N2C(=O)CCC3=CC(=C(C=C3)Cl)Cl,WXQBHXZMOGNBMQ,7,test
CC1=C(C2=C(S1)N=CN(C2=O)/N=C\C3=CC=CC=N3)C4=CC=CC=C4,ZBRUKOSYKWUZDX,10,train
CC1CN(CC(O1)C)CC(=O)NC2=NC=C(S2)CC3=C(C=C(C=C3)Cl)Cl,OKFVXQRKCGKUSF,10,train
C1=CC=C(C=C1)C2=C(C(=O)N(N=C2C3=CC=CC=C3)CC(=O)N/N=C\C4=CC=CO4)C#N,GAWXOAVYMIVRAC,10,train
CC1=CC(=CC=C1)CSC2=NC3=CC=CC=C3C(=O)N2CC4=CC=C(C=C4)C(=O)NC5CC5,HGBMBDPOIOGCFQ,10,train
CN(C)S(=O)(=O)C1=CC=C(C=C1)C(=C2C(N(C(=O)C2=O)CCN3CCCCC3)C4=CN=CC=C4)O,JWUSEUQQZRFVDJ,10,train
C1=CC=C(C=C1)COC2=CC(=C(C=C2)O)C3=C(NN=C3)C4=CC=CO4,KYZCMBWWSGDKNY,10,train
CC1=CC(=NO1)C(=O)N2CC(C2)C(=O)NC3=CC(=C(C=C3)F)Cl,WBAWADYEAZNYGX,10,train
C1CCCN(CC1)CC2=NN3C(=NN=C3S2)C4=CC5=CC=CC=C5O4,KXPZNMQARYZTSY,10,train
CC(C)C(=O)NC1=NN2C(CC(NC2=N1)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)F,UGTOXIVUUDKUPL,10,train
CC1=NN=C(N1C)SCC(=O)NC2=CC=CC=C2N3CCN(CC3)S(=O)(=O)C,YCDHEHWZNGKMSL,10,train
COC1=CC(=C(C=C1)C2CCCN2C(=O)C3=CC(=O)C(=CO3)OCC4=CC=CC=C4)OC,ZIUQICFJIVFIHZ,10,train
CC1=C(C(=O)OC2=CC3=C(C=C12)C(=CO3)C4=CC=C(C=C4)F)CC(=O)N(C)C5CCS(=O)(=O)C5,OPKCEXWIHDGVGQ,10,train
COCC(CN(CCO)CC(CN1C=CC2=CC=CC=C21)O)O,QHFPUUSVICKZOS,8,train
CC(C)C1=C(C=C(N(C1=O)C2=CC=C(C=C2)Cl)C3=CC=NC=C3)O,NLZSMWXSSYKHLL,10,train
C1COC[C@H]1OC2=C(C=C3C(=C2)N=CN=C3NC4=CC(=C(C=C4)F)Cl)N,BIQABKFYKJRXII,7,train
CCOC1=C(C=CC(=C1)S(=O)(=O)N2C=C(N=C2C3=CC=CC=C3)C)Cl,KOJVDYOVCGBWPB,10,train
CC1=CC(=C(C(=C1CNC(=O)COC2=CC3=C(C=C2)OCO3)C)NC(=O)C)C,WCGLMKAQHVFYQQ,10,train
CC1=CC=C(C=C1)N=C(C(=NC2=CC=C(C=C2)C)N3CCOCC3)N4CCOCC4,IYGASNNFQCVNJB,10,train
CC1CC(CC(C1)OC(=O)C2=CC(=C(C=C2OC)OC)OC)C,AGHLLFVFFAIZDA,7,train
CCN1CCCC1CNCC2=CC=C(O2)C3=C(C=CC(=C3)Cl)Cl,SYNLLDGNRQTWFC,9,train
CCN1N=C(N=N1)NCC2=C(C=CC3=CC=CC=C32)OCC4=CC=C(C=C4)C,KQELDVCGBUDTLD,10,train
C1CC2=C(C1)N=C(NC2=O)SC3=C(C4=C(C=CC(=C4)Cl)NC3=O)C5=CC=CC=C5,OURKCVDFEHGZHC,7,val
CC(C1=CC=CC=C1)NC(=O)N2CCC3C2C4=C(C3)N=CC=C4,YDFQLOVWWOJZIC,8,val
CC(C)S(=O)(=O)N1C2=C(C=CC(=C2)Br)N=C1N,GTAFFSCXOYJHSY,9,train
C1=CC(=CN=C1)C(=O)NCCNC(=O)C2=CC=C(O2)Br,VHNONHOQPJDIHX,8,train
CCC1=CC=C(C=C1)OC(C)C(=O)NC2=CC(=CC=C2)OCC3CCCO3,OPPBDPIJCANYJL,10,train
CCC(C)N1C2=C(C(SCC(=O)N2)C3=C(C=C(C=C3)Cl)Cl)C(=O)N1,BUWZYNWNUYYWDY,10,train
C1=CC=C(C(=C1)N2C3=C(C(=O)NC2=O)C(C(=O)N3)(C(F)(F)F)NC(=O)C4=CC=CS4)F,BEWARSODUHVIJR,10,train
CC(C)OCCCN1C(CCC1=O)C2=CNC3=CC=CC=C32,CCTKJNVTMGMWNP,7,train
CCC(CNC1=CC(=NC2=NC=NN12)C)(C3=CC=CC=C3)OC,FNAABJYUZQATTM,9,train
CCN(CC)CCOC1=C2C(=C(SC2=NC(=N1)SC)C)C,GQLHMEOZMGPXLE,9,train
C1=CC=C(C=C1)CC2=NN=C3N2NC(S3)C4=CC=CC=C4Cl,OLHWCKLIBFJWQP,5,train
CC1=CC=C(C=C1)C(CCNCC2=CC=C(C=C2)OC)C3=CC=CO3,PRZCURDAEIBKLV,9,train
CC1=CC(=NC(=N1)NC(=NC2CCCC2)NC(=O)NC3=CC=CC=C3)C,GRNMYURASJMHRO,7,val
CCOC(=O)CO[C@H]1C[C@H]([C@H]2[C@@H]1OC(O2)(C)C)NC(=O)OCC3=CC=CC=C3,LMOJGNUNTMQCBQ,10,train
CCC1=CC=C(C=C1)C(CNS(=O)(=O)C2=CC=C(C=C2)N3C(=O)C(CS3(=O)=O)(C)C)N(C)C,KBMQFGIITZIIGF,10,train
C1CCC2=CC(=C(N=C2CC1)SCC(=O)NCC(=O)O)C#N,JALRQYDBNMXVOA,6,train
CCCOC1=CC=C(C=C1)N2C(=C(N=N2)C(=O)N3CCOCC3)C,LOMMRYJCCCWPRB,8,test
COC1=CC=C(C=C1)OCCNC(=O)C2CCC(CC2)CN3C=NN=N3,NFXHDGUSRUCMFG,9,val
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3C=C(N=N3)C4CC4)F)C(=O)OCC,OLSRJUIUFICLDA,10,train
CC1=CC=C(C=C1)NC(=O)C(C)SC2=NN=C(N2C3=CC(=CC=C3)Cl)C,GBNTUYVXOSSAIS,5,train
C1CCC(C1)CC(=O)NC2=C(OC3=CC=CC=C32)C(=O)NC4=CC5=C(C=C4)OCO5,DRYIAVXDCKJWJW,10,train
CC1CC(CN(C1)CC2=NC3=C(N2CCN4CCOCC4)C(=O)N(C(=O)N3C)C)C,ZNRWELKYFJBPSJ,10,train
CC(C)C(C(=O)NC1=C2CSCC2=NN1C)N3C=CC=C3,AQOXRNJUEXJAJL,10,train
C1CCCN(CC1)CC(CN(C2=CC=CC=C2)C3=CC=CC=C3)O,LJDPZQTZCQWYKS,6,train
CCCCCC(=O)NC1=NC=C2C(=N1)CC(CC2=O)C3=CC=CO3,ANVJFIICAFPERK,8,train
CC1=CC(=C(C=C1)NC2=NC(N3C(=O)C=C(N=C3N2)C)C4=CC(=CC=C4)OC)C,HJPQNKRXWKKENN,10,train
CCOC1=CC=C(C=C1)N2C(=NN=N2)CN3CCN(CC3)C(=O)COC4=CC=CC=C4F,OAQKWMKKNKHXFL,10,train
CC1=CC=C(O1)C2NC3=C(C=C(C=C3)I)C(=O)N2C4=CC=C(C=C4)OC,KKLMQZUUYYZOBM,8,train
C1=CC=C2C(=C1)C=CC=C2C3=NN=C(O3)SCCC(=O)O,FDMNTXQPAPAJSF,10,train
C1=CC(=C(C=C1C2=CC=C(O2)CNN3C(=NN=N3)N)Cl)F,IYXYPLCBHVJVNI,10,train
CC1=C2C(=CC=C1)C3=CC(=NN3C(N2)C4=CC=C(C=C4)Cl)C,LENDAUWJECWOBW,8,train
C1CCC2=C(C1)C=CC(=C2)CC3=NN4C(=NN=C4S3)C5=CC=CC=N5,DBSQCMPJTRCNSE,10,train
CCOC(=O)C1=NN(C2=NC(=CC(=O)N12)NC3=CC=CC=C3)C4=CC=CC=C4F,HQBGMDJPLUFXNW,10,train
CC1CS(=O)(=O)N(C1=O)C2=CC(=C(C=C2)OC)S(=O)(=O)N(C)CCC3=CC=NC=C3,PNFLCXVKWPUFLH,10,train
CC1CCN(CC1)C(CNC(=O)C2=CC(=CC=C2)N3C(=O)CCS3(=O)=O)C4=CC=C(C=C4)OC,KXHGBLSTPHAVHC,10,train
CC1CCCN(C1)C(=O)C2=NN(C=C2I)C,WJSLLOLLAISODJ,8,train
C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CC4=C(C(=O)C=C(O4)CO)O,SKLOABUQKSBIKK,10,train
CC1=C2C(=NC(=N1)NC(=O)CN3CCC4=CC=CC=C4C3)CC(CC2=O)(C)C,AVOAHVSWPURMFF,10,train
C1CN(CCN1C2=C(N=C(O2)C3=CC=CO3)C#N)C(=O)C4=CC(=CC=C4)Cl,FZDAMUJPMHRSGL,10,train
C1CN(CCC1C(=O)N)C(=O)CCCSC2=NC(=CC(=N2)C(F)(F)F)C3=CC=CO3,OOFIMMUCVFCOJU,10,train
CCOC(=O)N1CCN(CC1)C(=O)C2=C(C=CC(=C2)I)NC(=O)C3=CC=CO3,SDJRPNUEAJLJQV,10,train
C1COCCN1CC#CCC2(C3=CC=CC=C3C4=CC=CC=C42)O,NFRXHMPNKCYKNN,3,test
C1CCC2(C1)C(C(=O)NC(=N2)N3CCN(CC3)C4=CC=CC=C4F)C#N,ATGNLOUPTQGNME,10,train
CC1=NN(C2=NC3=C(CCC3)C(=C12)C(=O)NC4=C(C=CC(=C4)OC)OC)C,LYOOHWLHVCIFPA,10,train
CCCCOC1=CC=CC=C1C(=O)NC2=NON=C2C3=CC(=C(C=C3)OC)OC,OSMNVIGODYLNNL,10,train
C1CC(OC1)CNS(=O)(=O)C2=C(C=CC(=C2)Cl)OCC(=O)N3CCOCC3,SKCSMNARFGREKH,9,val
CC(C)(C)C1=CC=C(C=C1)C(CNC(=O)C2=NC(=NC=C2Cl)SC)N3CCCC3,SCJRDWXKOOQOBC,10,train
CC1=C(NC(=C1C(=C2C(N(C(=O)C2=O)CC3=CN=CC=C3)C4=CC=C(C=C4)C(C)C)O)C)C(=O)OC,YJDCMDDSTRZPCB,10,train
CC1=CC=C(C=C1)N2C(=C(SC2=S)C3=NC4=CC=CC=C4N3)N,DPPJRDIDGHNQFK,10,train
CCCN(CCC)C(=O)CN1C=NC2=C(C1=O)C(=C(S2)C(=O)OC(C)C)C,UKRIEWSHXMGTDR,10,train
CCCOC1=CC=C(C=C1)C(=C2C(N(C(=O)C2=O)CCCN3C=CN=C3)C4=CC=C(O4)C)O,XJQDQLROSDUFQM,10,train
C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC=CO3)OC(=O)C4=CC=CC=C4I,SUGIIZKOCZAQBM,4,train
CC1=CC(=NO1)N2C(C(=C(C2=O)O)C(=O)C3=CC=CO3)C4=CC(=C(C=C4)OCCC(C)C)OC,RIWQOIUDIGXQQY,10,train
C1COC2=C(O1)C=CC(=C2)C(=O)NC(=S)NC3=C(C=CC=N3)OC(=O)C4=CC5=C(C=C4)OCCO5,QMFTULGIUMWEMD,10,train
COC(=O)C1=NC=CN=C1NC(=O)C2=C(C=CC(=C2)Cl)F,YOASGMBKDZGKTN,10,train
CC1=C(C(=CC=C1)C)OCC(=O)NCC(C2=CC=CO2)N3CCCC3,WWJWWCMJUNBMKL,10,train
C1=CC(=NC(=C1)Cl)NNS(=O)(=O)C2=CC=C(C=C2)Br,GFFCXCROVPFYDL,6,train
CC1=CC=CC=C1S(=O)(=O)NC2=NC3=NC4=CC=CC=C4N3C=C2C#N,KIHQPKVQVJSRNQ,10,train
CC1=CC(=C(C=C1)C(C)C)OCC(=O)NNC2=C(CCC2)C(=O)C(F)(F)F,KAXRAXSOOYOTKP,10,train
CCN1C(=NN=C1SCC(=O)NC2=NN=C(S2)C3=CC=CS3)C4=CC=CS4,LRNKNPGMMOFQIR,10,train
CCCCCC(CCC(=O)NNC1=CC(=O)CC(C1)(C)C)O,KALPNLSEETUKEC,8,train
CC1=C(C(=NN1C)C(=O)N2CCN3CCCC3C2)Br,MDMKHJCATUUBKH,8,train
CC1=NN=C(N1C)CN2CCC(C2)OC3=C(C=NC=C3)Br,XTLVIZPEGWVCAK,10,train
C1COCCN1CC(=O)N2C(CC(=N2)C3=CC(=CC=C3)F)C4=CC=CS4,ATBXDPPGXZGVTG,8,test
CN1C(=NN=C1SCC2=C(C=CC=C2Cl)Cl)C(C3=CC=CC=C3)O,WJELIZXHVOKXFN,5,val
CCC1=CC2=C(C=C1)N=C(C=C2C(=O)NCC3=CC=CO3)C4=CC(=CC=C4)OC,AINOADYFTSGHBU,10,train
CCOC1=C(C=CC(=C1)/C=N\NC(=O)CC2(OCCO2)C)OCC3=CC=CC=C3,LHKLSNTUBPSXOR,10,train
C[C@H]([C@H]([C@@H]1CCCN1)OC)C(=O)N[C@H](C)[C@H](C2=CC=CC=C2)O,PHUURGQFDDGNRU,9,test
C1=CC=C(C=C1)C2=C(C=NN2)C3N=C(NC4=NC5=CC=CC=C5N34)N,JXLLKDVSVDJHDN,10,train
CNC(=O)CSC1=NN=C(N1C2=CC=CC=C2)SCC(=O)NC,SORGYXWMVQZLOC,10,test
C1CCN(CC1)C2=C3C(=CN=N2)SC4=C(N=NC=C4S3)N5CCCCC5,DAOFHSHVGMLUIZ,10,train
C1CN(CCC1C2=CC(=NN2)C(=O)NCC3=CC=CO3)C(=O)C4=CC(=CC=C4)C(F)(F)F,LUZMCNYMFJYDHZ,10,train
CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)OC)NC(=O)CN3CCN(CC3)C4=C(C=C(C=C4)C)C,DLRXTPWRTAQTNV,10,train
CCCCC(=O)N1CC(C1)N2CCC3=C(C2)C=CS3,WSJSURIJDUBPGO,10,train
C1CCC(CC1)S(=O)(=O)C2CN(C2)C(=O)CN3C=CC=C3,MVWWHABIOCDVBQ,10,train
CC(C)(C)NC(=O)N1CCC(C1)OC2=NC3=CC=CC=C3N=C2,HAHRBZQJJMONMI,10,train
CCCC(C(C1=CC=CC=C1)O)NC(CCC)C(C2=CC=CC=C2)O,BCXARWAGLICOTL,7,val
C1CC2CC(CC1N2C(=O)NCC3=CC=CS3)N4C(=O)CCC4=O,OQKWHFYGUZQARF,10,train
CC1CC(=CCC1C2NC3=CC=CC=C3C4=C(O2)N=C(N=N4)SC)C,ANNLYINFXDULOD,10,train
CC1=CC=C(C=C1)CNC(=O)CN2CCOC(C2)C(=O)N3CCOCC3,QYSGVTJBNQYQRI,10,train
CC1=CC=C(C=C1)N2C3CS(=O)(=O)CC3N(C2=O)C4=CC=CC(=C4C)C,FLZAJVKENMIUNS,10,train
CC1=CC(=CC=C1)C(=O)N/N=C(/C)\C2=C(C=C(OC2=O)C)O,PLNHTCOKIGJEIU,10,train
CN1C2=CC=CC=C2C(=C(C1=O)S(=O)C3CCCCC3)O,HPBONSLETWERSP,8,train
CC/C(=N\NC(=O)C1=CSC2=C1CCCC2)/C3=CC=C(O3)C,GCSRCTJPEZPJIK,10,train
CC1CN(CC(O1)C)CC2=C(NC3=C(C2=O)C=CC4=CC=CC=C43)C,GIOVYRFIFRUGOD,10,train
CCCC1=CC2=C(C=C1NC(=O)C3=CC=C(C=C3)C(C)(C)C)OCO2,MHXBXMOQIMDNLQ,8,train
CN1CCCCC1COC(=O)C2(C3=CC=CC=C3CCC4=CC=CC=C42)O,JSCIWGLKNYMKTO,7,train
C1C(=O)N(N=C2N1C3=CC=CC=C3S2)CC(=O)C4=CC=C(C=C4)F,XMWQKZOGHQDJQL,10,train
C1CN2CCC1C(C2)OC(=O)N3CCC4=CC=CC=C4C3C5=CC=CC=C5,FBOUYBDGKBSUES,7,train
CCN1C(=NN=C1SCC(=O)NC(=O)NC)CNC2=CC(=CC=C2)Cl,IXCWFTKEGJJAMI,10,train
CCOC(=O)C1CCN(CC1)C(=S)NC2=CC(=C(C=C2OC)Cl)OC,JASZUYSQHOTIGQ,10,train
CC1CN(CC[C@]1(C)C2=CC(=CC=C2)O)CC(CC3=CC=CC=C3)C(=O)NCC(=O)O,UPNUIXSCZBYVBB,10,train
CC1=CC(=C(C(=C1)C)S(=O)(=O)NC2=CC3=C(C=C2)OC(=C3C(=O)OCCOC)C)C,BVQBXYQDGODMQG,10,train
C1=CC(=CC=C1N(C(=O)C2=CC=NC=C2)S(=O)(=O)C3=CC=C(C=C3)F)OC(=O)C4=CC=NC=C4,BKPPHNVPJAFZCW,10,train
CC(CN1C=NC=N1)C(=O)NC2=CC=C(C=C2)Br,CHJPEQWKKADNKY,8,train
CCCOC1=NN=C(C=C1)OC2=NC(=NC(=N2)N(C)C)NCC,DOQZXTDUWXGOAK,10,train
CCOC1=CC=C(C=C1)CNC2=CC=C(C=C2)CNC3=NC=NN3,PCYSZMJTUNEDQB,8,train
C1CCN(CC1)C(=O)CCSC2=NC3=C(O2)C=CC(=C3)Cl,XSEBPPOMVWKWBX,10,train
CC1=C(C(=O)NC2=CC3=C(C=C12)OCO3)SC4=NC5=CC=CC=C5S4,NXSISTWUDFKGKE,10,val
CC1=CC(=CC=C1)NC(=O)CCC2=NC3=C(C=CC(=C3)Cl)N(C2=O)CC(C)C,AHKZZDBCYKFLER,7,train
C1C=CCC2C1C(=O)N(C2=O)C3=CC=CC(=C3)C(=O)OC(C4=CC=CC=C4)C(=O)C5=CC=CC=C5,DOPHGDLQRPXPSM,10,test
CC1=CC=CC=C1CSCCNC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N3CCOCC3,XYRQBFYADAIKQV,10,train
C1CC(N(C1)S(=O)(=O)C2=CC=CC3=C2C(=CC=C3)Cl)C(=O)O,KEQKJKJZWCBCFD,8,train
CC1=CC=C(C=C1)C2=NC3=C(C(=NN=C3N)N)N=C2C4=CC=C(C=C4)C,HEIUFEYSPJQGSK,6,train
C1CN(CCN1CCCCOC2=CC=C(C=C2)F)C3=CC=CC(=C3)C(F)(F)F,XBZWKXOCMAHJDG,7,train
CC1=C(SC(=N1)C2=CC(=CN2C)S(=O)(=O)NC3=C(C=C(C=C3)OC)OC)C(=O)N4CCCC4,LLVMYAPSYHJQQU,10,train
C1CSC2=C(CC(C(=O)N21)CC(=O)O)C(=O)C3=CC=CC=C3,DZLRINQZFUBGSQ,10,train
CCCCC1=NC2=CC=CC=C2C(=C1)C(=O)OCC(=O)C3=CC=CS3,WKSZLNLHILLCPS,10,train
C1CN(CC1COC2=CC=CC=N2)C(=O)C3=CC=CC=C3Br,YKHIYDPPZPYRFP,8,train
CC1=C(SC(=N1)C)C(=O)N2CCC(C2)S(=O)(=O)C3=CC=C(C=C3)Cl,KVYHUBWCOIGRPI,10,train
